qasrl_id,tokens,sentence
Wiki1k:wikipedia:19334:10:3,"They had travelled almost 15,000 miles -LRB- 24,000 km -RRB- .","They had travelled almost 15,000 miles (24,000 km)."
Wiki1k:wikipedia:19334:15:1,"On January 8 , 1324 , despite physicians ' efforts to treat him , Polo was on his deathbed .","On January 8, 1324, despite physicians"" efforts to treat him, Polo was on his deathbed."
Wiki1k:wikipedia:19334:15:2,"To write and certify the will , his family requested Giovanni Giustiniani , a priest of San Procolo .","To write and certify the will, his family requested Giovanni Giustiniani, a priest of San Procolo."
Wiki1k:wikipedia:19334:15:3,"His wife , Donata , and his three daughters were appointed by him as co-executrices .","His wife, Donata, and his three daughters were appointed by him as co-executrices."
Wiki1k:wikipedia:19334:15:4,"The church was entitled by law to a portion of his estate ; he approved of this and ordered that a further sum be paid to the convent of San Lorenzo , the place where he wished to be buried .","The church was entitled by law to a portion of his estate; he approved of this and ordered that a further sum be paid to the convent of San Lorenzo, the place where he wished to be buried."
Wiki1k:wikipedia:19334:15:5,"He also set free Peter , a Tartar servant , who may have accompanied him from Asia , and to whom Polo bequeath 100 lire of Venetian denari .","He also set free Peter, a Tartar servant, who may have accompanied him from Asia, and to whom Polo bequeath 100 lire of Venetian denari."
Wiki1k:wikipedia:19334:23:0,"The British scholar Ronald Latham has pointed out that The Book of Marvels was in fact a collaboration written in 1298 -- 1299 between Polo and a professional writer of romances , Rustichello of Pisa .","The British scholar Ronald Latham has pointed out that The Book of Marvels was in fact a collaboration written in 1298--1299 between Polo and a professional writer of romances, Rustichello of Pisa."
Wiki1k:wikipedia:19334:23:1,"Latham also argued that Rustichello may have glamorised Polo 's accounts , and added fantastic and romantic elements that made the book a bestseller .","Latham also argued that Rustichello may have glamorised Polo""s accounts, and added fantastic and romantic elements that made the book a bestseller."
Wiki1k:wikipedia:19334:23:2,"The Italian scholar Luigi Foscolo Benedetto had previously demonstrated that the book was written in the same `` leisurely , conversational style '' that characterised Rustichello 's other works , and that some passages in the book were taken verbatim or with minimal modifications from other writings by Rustichello .","The Italian scholar Luigi Foscolo Benedetto had previously demonstrated that the book was written in the same """"leisurely, conversational style"""" that characterised Rustichello""s other works, and that some passages in the book were taken verbatim or with minimal modifications from other writings by Rustichello."
Wiki1k:wikipedia:19334:23:3,"For example , the opening introduction in The Book of Marvels to `` emperors and kings , dukes and marquises '' was lifted straight out of an Arthurian romance Rustichello had written several years earlier , and the account of the second meeting between Polo and Kublai Khan at the latter 's court is almost the same as that of the arrival of Tristan at the court of King Arthur at Camelot in that same book .","For example, the opening introduction in The Book of Marvels to """"emperors and kings, dukes and marquises"""" was lifted straight out of an Arthurian romance Rustichello had written several years earlier, and the account of the second meeting between Polo and Kublai Khan at the latter""s court is almost the same as that of the arrival of Tristan at the court of King Arthur at Camelot in that same book."
Wiki1k:wikipedia:19334:29:0,Haw also argued that footbinding was not common even among Chinese during Polo 's time and almost unknown among the Mongols .,"Haw also argued that footbinding was not common even among Chinese during Polo""s time and almost unknown among the Mongols."
Wiki1k:wikipedia:19334:29:1,"While the Italian missionary Odoric of Pordenone who visited Yuan China mentioned footbinding -LRB- it is however unclear whether he was merely relaying something he had heard as his description is inaccurate -RRB- , no other foreign visitors to Yuan China mentioned the practice , perhaps an indication that the footbinding was not widespread or was not practiced in an extreme form at that time .","While the Italian missionary Odoric of Pordenone who visited Yuan China mentioned footbinding (it is however unclear whether he was merely relaying something he had heard as his description is inaccurate), no other foreign visitors to Yuan China mentioned the practice, perhaps an indication that the footbinding was not widespread or was not practiced in an extreme form at that time."
Wiki1k:wikipedia:19334:29:2,Marco Polo himself noted -LRB- in the Toledo manuscript -RRB- the dainty walk of Chinese women who took very short steps .,Marco Polo himself noted (in the Toledo manuscript) the dainty walk of Chinese women who took very short steps.
Wiki1k:wikipedia:19356:110:2,"According to the World Health Organisation -LRB- WHO -RRB- , over a third of people in most countries report problems at some time in their life which meet criteria for diagnosis of one or more of the common types of mental disorder .","According to the World Health Organisation (WHO), over a third of people in most countries report problems at some time in their life which meet criteria for diagnosis of one or more of the common types of mental disorder."
Wiki1k:wikipedia:19356:18:0,Somatoform disorders may be diagnosed when there are problems that appear to originate in the body that are thought to be manifestations of a mental disorder .,Somatoform disorders may be diagnosed when there are problems that appear to originate in the body that are thought to be manifestations of a mental disorder.
Wiki1k:wikipedia:19356:18:2,"There are also disorders of how a person perceives their body , such as body dysmorphic disorder .","There are also disorders of how a person perceives their body, such as body dysmorphic disorder."
Wiki1k:wikipedia:19356:36:0,"Correlations of mental disorders with drug use include cannabis , alcohol and caffeine , use of which appears to promote anxiety .","Correlations of mental disorders with drug use include cannabis, alcohol and caffeine, use of which appears to promote anxiety."
Wiki1k:wikipedia:19356:58:1,"However identification of high risk groups can increase stigma , in turn meaning that the targeted people do not engage .","However identification of high risk groups can increase stigma, in turn meaning that the targeted people do not engage."
Wiki1k:wikipedia:19356:58:2,"Thus current policy recommends universal programs , with resources within such programs weighted towards high risk groups .","Thus current policy recommends universal programs, with resources within such programs weighted towards high risk groups."
Wiki1k:wikipedia:19356:59:0,"Treatment and support for mental disorders is provided in psychiatric hospitals , clinics or any of a diverse range of community mental health services .","Treatment and support for mental disorders is provided in psychiatric hospitals, clinics or any of a diverse range of community mental health services."
Wiki1k:wikipedia:19356:59:1,A number of professions have developed that specialize in the treatment of mental disorders .,A number of professions have developed that specialize in the treatment of mental disorders.
Wiki1k:wikipedia:19356:59:3,"There is also a wide range of psychotherapists -LRB- including family therapy -RRB- , counselors , and public health professionals .","There is also a wide range of psychotherapists (including family therapy), counselors, and public health professionals."
