sentence_id,predicate_idx,predicate,sentence
Wiki1k:wikipedia:18836:11:2,18,formed,"The Burgundians settled in Gaul, and after an earlier realm was destroyed by the Huns in 436 formed a new kingdom in the 440s."
Wiki1k:wikipedia:18836:11:3,8,grew,"Between today""s Geneva and Lyon, it grew to become the realm of Burgundy in the late 5th and early 6th centuries."
Wiki1k:wikipedia:18836:11:3,10,become,"Between today""s Geneva and Lyon, it grew to become the realm of Burgundy in the late 5th and early 6th centuries."
Wiki1k:wikipedia:18836:11:4,9,set,"Elsewhere in Gaul, the Franks and Celtic Britons set up small polities."
Wiki1k:wikipedia:18836:11:5,2,centred,"Francia was centred in northern Gaul, and the first king of whom much is known is Childeric I (d. 481)."
Wiki1k:wikipedia:18836:11:5,15,known,"Francia was centred in northern Gaul, and the first king of whom much is known is Childeric I (d. 481)."
Wiki1k:wikipedia:18836:11:6,3,discovered,"His grave was discovered in 1653 and is remarkable for its grave goods, which included weapons and a large quantity of gold."
Wiki1k:wikipedia:18836:11:6,15,included,"His grave was discovered in 1653 and is remarkable for its grave goods, which included weapons and a large quantity of gold."
Wiki1k:wikipedia:18836:25:1,1,continued,"Gold continued to be minted until the end of the 7th century, when it was replaced by silver coins."
Wiki1k:wikipedia:18836:25:1,4,minted,"Gold continued to be minted until the end of the 7th century, when it was replaced by silver coins."
Wiki1k:wikipedia:18836:25:1,16,replaced,"Gold continued to be minted until the end of the 7th century, when it was replaced by silver coins."
Wiki1k:wikipedia:18836:25:2,16,called,"The basic Frankish silver coin was the denarius or denier, while the Anglo-Saxon version was called a penny."
Wiki1k:wikipedia:18836:32:0,13,referred,"Charlemagne""s court in Aachen was the centre of the cultural revival sometimes referred to as the """"Carolingian Renaissance""""."
Wiki1k:wikipedia:18836:32:1,1,increased,"Literacy increased, as did development in the arts, architecture and jurisprudence, as well as liturgical and scriptural studies."
Wiki1k:wikipedia:18836:32:2,9,invited,The English monk Alcuin (d. 804) was invited to Aachen and brought the education available in the monasteries of Northumbria.
Wiki1k:wikipedia:18836:32:2,13,brought,The English monk Alcuin (d. 804) was invited to Aachen and brought the education available in the monasteries of Northumbria.
Wiki1k:wikipedia:18836:32:3,5,writing,"Charlemagne""s chancery--or writing office--made use of a new script today known as Carolingian minuscule, allowing a common writing style that advanced communication across much of Europe."
Wiki1k:wikipedia:18836:32:3,8,made,"Charlemagne""s chancery--or writing office--made use of a new script today known as Carolingian minuscule, allowing a common writing style that advanced communication across much of Europe."
Wiki1k:wikipedia:18836:32:3,15,known,"Charlemagne""s chancery--or writing office--made use of a new script today known as Carolingian minuscule, allowing a common writing style that advanced communication across much of Europe."
Wiki1k:wikipedia:18836:32:3,20,allowing,"Charlemagne""s chancery--or writing office--made use of a new script today known as Carolingian minuscule, allowing a common writing style that advanced communication across much of Europe."
Wiki1k:wikipedia:18836:32:3,26,advanced,"Charlemagne""s chancery--or writing office--made use of a new script today known as Carolingian minuscule, allowing a common writing style that advanced communication across much of Europe."
Wiki1k:wikipedia:18836:32:5,12,correcting,"An important activity for scholars during this period was the copying, correcting, and dissemination of basic works on religious and secular topics, with the aim of encouraging learning."
Wiki1k:wikipedia:18836:32:5,30,learning,"An important activity for scholars during this period was the copying, correcting, and dissemination of basic works on religious and secular topics, with the aim of encouraging learning."
Wiki1k:wikipedia:18836:33:1,3,died,"Just before Charlemagne died in 814, he crowned Louis as his successor."
Wiki1k:wikipedia:18836:33:1,8,crowned,"Just before Charlemagne died in 814, he crowned Louis as his successor."
Wiki1k:wikipedia:18836:33:2,7,marked,"Louis""s reign of 26 years was marked by numerous divisions of the empire among his sons and, after 829, civil wars between various alliances of father and sons over the control of various parts of the empire."
Wiki1k:wikipedia:18836:33:3,3,recognised,"Eventually, Louis recognised his eldest son Lothair I (d. 855) as emperor and gave him Italy."
Wiki1k:wikipedia:18836:33:3,16,gave,"Eventually, Louis recognised his eldest son Lothair I (d. 855) as emperor and gave him Italy."
Wiki1k:wikipedia:18836:33:4,1,divided,"Louis divided the rest of the empire between Lothair and Charles the Bald (d. 877), his youngest son."
Wiki1k:wikipedia:18836:33:5,1,took,"Lothair took East Francia, comprising both banks of the Rhine and eastwards, leaving Charles West Francia with the empire to the west of the Rhineland and the Alps."
Wiki1k:wikipedia:18836:33:5,5,comprising,"Lothair took East Francia, comprising both banks of the Rhine and eastwards, leaving Charles West Francia with the empire to the west of the Rhineland and the Alps."
Wiki1k:wikipedia:18836:33:5,14,leaving,"Lothair took East Francia, comprising both banks of the Rhine and eastwards, leaving Charles West Francia with the empire to the west of the Rhineland and the Alps."
Wiki1k:wikipedia:18836:33:6,21,allowed,"Louis the German (d. 876), the middle child, who had been rebellious to the last, was allowed to keep Bavaria under the suzerainty of his elder brother."
Wiki1k:wikipedia:18836:33:6,23,keep,"Louis the German (d. 876), the middle child, who had been rebellious to the last, was allowed to keep Bavaria under the suzerainty of his elder brother."
Wiki1k:wikipedia:18836:33:7,3,disputed,The division was disputed.
Wiki1k:wikipedia:18836:33:8,15,rebelled,"Pepin II of Aquitaine (d. after 864), the emperor""s grandson, rebelled in a contest for Aquitaine, while Louis the German tried to annex all of East Francia."
Wiki1k:wikipedia:18836:33:8,26,tried,"Pepin II of Aquitaine (d. after 864), the emperor""s grandson, rebelled in a contest for Aquitaine, while Louis the German tried to annex all of East Francia."
Wiki1k:wikipedia:18836:33:8,28,annex,"Pepin II of Aquitaine (d. after 864), the emperor""s grandson, rebelled in a contest for Aquitaine, while Louis the German tried to annex all of East Francia."
Wiki1k:wikipedia:18836:46:0,2,spread,Jews also spread across Europe during the period.
Wiki1k:wikipedia:18836:46:1,2,established,"Communities were established in Germany and England in the 11th and 12th centuries, but Spanish Jews, long settled in Spain under the Muslims, came under Christian rule and increasing pressure to convert to Christianity."
Wiki1k:wikipedia:18836:46:1,19,settled,"Communities were established in Germany and England in the 11th and 12th centuries, but Spanish Jews, long settled in Spain under the Muslims, came under Christian rule and increasing pressure to convert to Christianity."
Wiki1k:wikipedia:18836:46:1,26,came,"Communities were established in Germany and England in the 11th and 12th centuries, but Spanish Jews, long settled in Spain under the Muslims, came under Christian rule and increasing pressure to convert to Christianity."
Wiki1k:wikipedia:18836:46:1,31,increasing,"Communities were established in Germany and England in the 11th and 12th centuries, but Spanish Jews, long settled in Spain under the Muslims, came under Christian rule and increasing pressure to convert to Christianity."
Wiki1k:wikipedia:18836:46:1,34,convert,"Communities were established in Germany and England in the 11th and 12th centuries, but Spanish Jews, long settled in Spain under the Muslims, came under Christian rule and increasing pressure to convert to Christianity."
Wiki1k:wikipedia:18836:66:0,20,including,"Romanesque art, especially metalwork, was at its most sophisticated in Mosan art, in which distinct artistic personalities including Nicholas of Verdun (d. 1205) become apparent, and an almost classical style is seen in works such as a font at Liège, contrasting with the writhing animals of the exactly contemporary Gloucester Candlestick."
Wiki1k:wikipedia:18836:66:0,28,become,"Romanesque art, especially metalwork, was at its most sophisticated in Mosan art, in which distinct artistic personalities including Nicholas of Verdun (d. 1205) become apparent, and an almost classical style is seen in works such as a font at Liège, contrasting with the writhing animals of the exactly contemporary Gloucester Candlestick."
Wiki1k:wikipedia:18836:66:0,37,seen,"Romanesque art, especially metalwork, was at its most sophisticated in Mosan art, in which distinct artistic personalities including Nicholas of Verdun (d. 1205) become apparent, and an almost classical style is seen in works such as a font at Liège, contrasting with the writhing animals of the exactly contemporary Gloucester Candlestick."
Wiki1k:wikipedia:18836:66:0,47,contrasting,"Romanesque art, especially metalwork, was at its most sophisticated in Mosan art, in which distinct artistic personalities including Nicholas of Verdun (d. 1205) become apparent, and an almost classical style is seen in works such as a font at Liège, contrasting with the writhing animals of the exactly contemporary Gloucester Candlestick."
Wiki1k:wikipedia:18836:66:0,50,writhing,"Romanesque art, especially metalwork, was at its most sophisticated in Mosan art, in which distinct artistic personalities including Nicholas of Verdun (d. 1205) become apparent, and an almost classical style is seen in works such as a font at Liège, contrasting with the writhing animals of the exactly contemporary Gloucester Candlestick."
Wiki1k:wikipedia:18836:66:1,1,illuminated,"Large illuminated bibles and psalters were the typical forms of luxury manuscripts, and wall-painting flourished in churches, often following a scheme with a Last Judgement on the west wall, a Christ in Majesty at the east end, and narrative biblical scenes down the nave, or in the best surviving example, at Saint-Savin-sur-Gartempe, on the barrel-vaulted roof."
